7,爵是一种典礼时用的酒器，那么爵有几只脚？,A:三只脚 B:四只脚,2,A,问题解析,"10,12",1,0,0
7,浪漫主义诗人济慈在世活了多少年,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,B,问题解析,"4,5",2,0,0
7,焚书最多的皇帝是：,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,C,问题解析,"6,7",3,0,0
7,历史上乐不思蜀的皇帝是：,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,C,问题解析,"7,8",3,0,0
7,历史上曾有的风雨声对联在：,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,C,问题解析,"8,9",1,0,0
7,临终前三呼过河的南宋抗金将领名将：,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,D,问题解析,"9,10",1,0,0
7,旧金山金门大桥始建于哪一年：,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,C,问题解析,"12,13",2,0,0
7,秦始皇以后，又有几个朝代对长城进行了修葺加固？,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,B,问题解析,"13,14",3,0,0
7,日本历史上的平城京指的是现在的：,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,C,问题解析,"4,5",2,0,0
7,牌楼是一种门洞式的纪念性和装饰性的建筑物。据史料记载，北京过去曾有多少座牌楼？,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,A,问题解析,"5,10",3,0,0
7,艾菲尔出生于,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,C,问题解析,"10,13,17",3,0,0
7,汉长安城的大街分三条道，中央御路宽约：,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,A,问题解析,"4,5,8",1,0,0
7,塔传入中国是在什么时候？,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,B,问题解析,"3,4,8",2,0,0
7,夜市最早出现在：,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,D,问题解析,"5,10",2,0,0
7,世界七大奇迹建造时间最晚的是,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,A,问题解析,17,2,0,0
7,彼得宫始建于什么世纪：,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,C,问题解析,18,1,0,0
7,唐长安城大街植的行道树是,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,C,问题解析,19,1,0,0
7,“巴黎公社”成立于哪一年的3月28日？,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,A,问题解析,20,2,0,0
7,“白骨露于野，千里无鸡鸣”这一诗句所反映的时代是什么时期？,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,B,问题解析,21,2,0,0
7,“百团大战”中八路军的指挥官是谁？,&lt;p&gt;A:太古代&lt;/p&gt;&lt;p&gt;B:古生代&lt;/p&gt;&lt;p&gt;C:元生代&lt;/p&gt;,4,B,问题解析,22,1,0,0
